12,jack,2020-05-09 20:23:34,b'$750k to @Eminem\xe2\x80\x99s Marshall Mathers Foundation to help folks in Detroit. \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc @LilTunechi #YoungMoneyRadio https://t.co/YXikWa1Wqw https://t.co/DNPxXe2XZY'
12,jack,2020-05-09 04:11:41,"b""How @SeanPenn's Nonprofit Organization @COREResponse is Helping Coronavirus Relief https://t.co/9IXucvu9SY"""
12,jack,2020-05-09 00:51:11,b'Hello Sean! Welcome! And thank you for your work \xe2\x9d\xa4\xef\xb8\x8f https://t.co/58LxgJ0EDb'
12,jack,2020-05-08 21:26:25,"b'Square Capital is partnering with @diddy and #OurFairShare to try to get PPP stimulus money to minority-owned small business owners, non-profits, independent contractors, and churches through our simple application process. https://t.co/JB3KGB3mcL https://t.co/TCx5D70v1K'"
12,jack,2020-05-08 16:57:58,b'And this CAN be replicated across the country. @WhiteHouse: we need a national strategy for testing and testing kit resources now.\n\nAnd @SeanPenn: we need you to start tweeting. \xe2\x9d\xa4\xef\xb8\x8f'
12,jack,2020-05-08 16:57:58,"b'$10mm to @CoreResponse for COVID-19 testing in Atlanta, Detroit, New Orleans, and the Navajo Nation. @SeanPenn @annyounglee and team are doing an incredible job expanding testing capacity, through an open-source model so others can quickly replicate. https://t.co/OYFVE6RMp2'"
12,jack,2020-05-08 16:46:15,"b""Watch @codetenderloin's broadcast: #StillServingTL\n\nhttps://t.co/XAJgmvuVSD"""
12,jack,2020-05-08 16:34:24,"b""Watch @HoustonFoodBank's broadcast: Join us for a conversation with @jack on #TwitterForGood Day.\n\nhttps://t.co/G9uDqi0u0Y"""
12,jack,2020-05-08 16:18:02,"b""Watch @eurenesilva's broadcast: Acompanhe agora, ao vivo, uma conversa minha com @jack no #TwitterForGoodDay\n\nhttps://t.co/pUTBXKPXDQ"""
12,jack,2020-05-08 16:01:09,"b""Watch @SpunOut's broadcast: Join us live now for a conversation with @jack on #TwitterForGood Day. #LetsTalk\n\nhttps://t.co/z2iiG7cIRZ"""
12,jack,2020-05-08 00:18:07,b'PROJECT ROCKIT: Join our co-CEOs @1RosieThomas and @lucylockit_ now for a live chat with @jack on #TwitterforGood Day \xf0\x9f\x9a\x80\xe2\x9d\xa4\xef\xb8\x8f https://t.co/qubIGTrmcw'
